"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
Product,8294,"Discmania FD (S-Line) Grateful Disc 2020",P,1DMXXYY,,Discmania,"Disc Golf - Stock Models",Right,"<p>Discmania's first true Fairway Driver is known as the FD. The FD is such a controllable low-speed driver that once you learn its magic you'll never leave it out of your bag. Packed with gigantic glide, this bad boy is also sneaky long if thrown accordingly. The Jackal is at its best when you need to make an accurate drive and land smoothly on the fairway. We recommend this disc to players looking for a fairway driver that falls between the Innova Teebird and Leopard.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discmania's S-line plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-7.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-7.gif"" alt=""speed-7.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-6.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-6.gif"" alt=""glide-6.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-1.gif"" alt=""turn-minus-1.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Fairway</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Long turnovers, tailwind drives, tight fairways</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",19.99,8.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",2,0,"Disc Golf/Discs/Fairway Driver",43193,b/729/DSC04684__41656.JPG,"Discmania FD (S-Line) Grateful Disc 2020 White Top View",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/fairway-driver/discmania-fd-s-line-grateful-disc-2020/,,,,,,,,,,,,N,,"Speed=7;Glide=6;Turn=-1;Fade=1;""Plastic Class=Premium"""
"  SKU",87053,"[S]Disc color=White,[S]Disc weight=159 grams or less",,1DM148WHIT,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8295,"Discmania MD3 (S-line) Grateful Disc 2020",P,111DMXXYY,,Discmania,"Disc Golf - Stock Models",Right,"<p>The Discmania MD3 is a reliable and versatile midrange disc, that in it's different weights can be used to fill all midrange needs of an average player. It has a sleek profile that is easy to grip even for those who have experienced problems with Midrange discs before. Tight and long fairway shots, medium range drives and really long approach shots are not a problem with this disc. The MD3's speed and flight pattern can be compared to Innova's hottest new midrange, the Roc3, so needless to say it is bound to be a hit with players.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discmania's S-Line plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-5.gif"" alt=""speed-5.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-5.gif"" alt=""glide-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-3.gif"" alt=""fade-3.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Mid-range</li> <li>Diameter: 21.7cm</li> <li>Best Choice for: All-around mid-range, straight-hyzer shots, long, powerful midrange drives, consistent finishes</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",19.99,7.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",5,0,"Disc Golf/Discs/Midrange",43199,g/308/DSC04689__47812.JPG,"Discmania MD3 (S-line) Grateful Disc 2020 Yellow Purple Foil Top View",Y,0,43200,x/444/DSC04699__11950.JPG,"Discmania MD3 (S-line) Grateful Disc 2020 Yellow Black Foil Top View",N,1,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/midrange/discmania-md3-s-line-grateful-disc-2020/,,,,,,,,,,,,N,,"Speed=5;Glide=5;Turn=0;Fade=3;""Plastic Class=Premium"""
"  SKU",87061,"[S]Disc color=Yellow,[S]Disc weight=175-176 grams",,111DM7576YELL,,,,,,,0.00,,,,N,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87062,"[S]Disc color=Yellow,[S]Disc weight=180 grams",,111DM180YELL,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8296,"Latitude 64 Mercy (Retro Burst)",P,28LATXXYY,,"Latitude 64","Disc Golf - Stock Models",Right,"<p>Mercy is the latest putt and approach disc released by us. Designed with deeper rim and slower speed than our earlier putters, makes it a very good alternative in our putt and approach lineup. Stable and consistent flight for putting, approach and short drives. What else can you wish for? Recommended to players looking for their first putter or want a disc that can hold a straight line for short approaches.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Latitude 64 Zero Line Medium plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-2.gif"" alt=""speed-2.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-4.gif"" alt=""glide-4.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Putter</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Straight approach putter, first putter</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",12.99,6.95,12.99,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",5,0,"Disc Golf/Discs/Putter & Approach",43204,c/138/DSC04824__54501.JPG,"Latitude 64 Mercy (Retro Burst) Blue Top View",N,0,43203,d/268/DSC04819__82762.JPG,"Latitude 64 Mercy (Retro Burst) Light Blue Top View",Y,1,43205,r/696/DSC04814__93437.JPG,"Latitude 64 Mercy (Retro Burst) Pink Top View",N,2,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/putter-approach/latitude-64-mercy-retro-burst/,,,LAT-8,,,,,,,,,N,,"Speed=2;Glide=4;Turn=0;Fade=1;""Plastic Class=Standard"""
"  SKU",87065,"[S]Disc color=Blue,[S]Disc weight=175-176 grams",,28LAT7576BLUE,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87066,"[S]Disc color=Blue (light),[S]Disc weight=175-176 grams",,28LAT7576BL,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87067,"[S]Disc color=Pink,[S]Disc weight=175-176 grams",,28LAT7576PINK,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8297,"Latitude 64 Pure (Opto-X Glimmer) Kristin Tatter Team Series V.4 2020",P,7LATXXYY,,"Latitude 64","Disc Golf - Stock Models",Right,"<p>Featuring a comfortable grip and slightly deeper rim than Spike it will hold the line given to it on your approach shots. Pure is the second disc co-designed by Jesper Lundmark. We recommend this disc to players looking for a good putter off the tee.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Latitude 64 Opto-X Line plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-3.gif"" alt=""speed-3.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-3.gif"" alt=""glide-3.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-1.gif"" alt=""turn-minus-1.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Putter</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Driving putter, straight approaches</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",24.99,8.50,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",8,0,"Disc Golf/Discs/Putter & Approach",43211,z/750/DSC04809__77197.JPG,"Latitude 64 Pure (Opto-X Glimmer) Kristin Tatter Team Series V.4 2020 Pink Top View",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/putter-approach/latitude-64-pure-opto-x-glimmer-kristin-tatter-team-series-v-4-2020/,,,LAT-7,,,,,,,,,N,,"Speed=3;Glide=3;Turn=-1;Fade=1;""Plastic Class=Candy"""
"  SKU",87085,"[S]Disc color=Pink,[S]Disc weight=175-176 grams",,7LAT7576PINK,,,,,,,0.00,,,,N,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87086,"[S]Disc color=Pink,[S]Disc weight=173-174 grams",,7LAT7374PINK,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8299,"Innova Teebird (Star) Stock Model",P,302ICDXX,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>The TeeBird is a very accurate and reliable fairway disc golf driver. It has a combination of straight flight, high glide and good speed that make it accurate and long flying both upwind and downwind. It is a popular choice not just for it's namesake and 2009 World Champion Avery Jenkins but for many other pros including 12-time World Champion and Hall-of-Famer Ken Climo. It is very versatile disc golf driver: excellent for pin-point accuracy, distance and sidearm. We recommend this driver to the player that wants more distance than a mid-range disc but not as much as a high-speed driver.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Star plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-7.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-7.gif"" alt=""speed-7.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-5.gif"" alt=""glide-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-2.gif"" alt=""fade-2.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Fairway Drivers</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Accurate fairway drives, utility driver, flex shots</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",16.99,8.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",12,0,"Disc Golf/Discs/Fairway Driver",43227,o/771/DSC04828__87528.JPG,,Y,0,43228,h/621/DSC04839__37973.JPG,,N,1,43229,p/517/DSC04844__01955.JPG,,N,2,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/fairway-driver/innova-teebird-star-stock-model/,,,301,,,,,,,,,N,,"Speed=7;Glide=5;Turn=0;Fade=2;""Plastic Class=Premium"""
"  SKU",87139,"[S]Disc color=Yellow,[S]Disc weight=159 grams or less",,302ICD5900YELL,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87140,"[S]Disc color=Blue,[S]Disc weight=159 grams or less",,302ICD5900BLUE,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87141,"[S]Disc color=White,[S]Disc weight=167-169 grams",,302ICD6769WHIT,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87142,"[S]Disc color=Green,[S]Disc weight=167-169 grams",,302ICD6769GREE,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87143,"[S]Disc color=Yellow,[S]Disc weight=170-172 grams",,302ICD7072YELL,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87144,"[S]Disc color=Pink (dark),[S]Disc weight=170-172 grams",,302ICD7072DP,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87145,"[S]Disc color=Blue,[S]Disc weight=175-176 grams",,302ICD7576BLUE,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87146,"[S]Disc color=White,[S]Disc weight=175-176 grams",,302ICD7576WHIT,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87147,"[S]Disc color=Red,[S]Disc weight=175-176 grams",,302ICD7576REDR,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87148,"[S]Disc color=Orange,[S]Disc weight=175-176 grams",,302ICD7576ORAN,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87149,"[S]Disc color=Green,[S]Disc weight=175-176 grams",,302ICD7576GREE,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8313,"Discraft Buzzz (Glo Z Line) Hellraizzzer Halloween 2020",P,957DISXX,,Discraft,"Halloween 2020 Glow Z Buzzz",Right,"<p>A limited edition version of the wildly-popular Z Buzzz in a glow in the dark plastic! Cool stuff... Features a special Buzzz graphic perfect for the season. Pick your favorite from the menu options&mdash;photos show actual disc that will be sent. All are brand new and never thrown, 10/10 condition.</p> <p>The Buzzz is a straighter flying version of the popular mid-range disc golf approach disc, the Wasp. When thrown hard this disc will hold any line you put it on. You'll like the difference it makes. We recommend this disc to any player for any shot, literally. Now in Discraft's Glo Z Line plastic.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discraft's Glo Z-Line plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-5.gif"" alt=""speed-5.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-4.gif"" alt=""glide-4.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-1.gif"" alt=""turn-minus-1.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Mid-range</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Tunnel shots, straight approaches, one disc rounds</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",19.99,7.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",18,0,"Disc Golf/Discs/Midrange;Disc Golf/Discs/Glow in the Dark;Disc Golf/Discs/Custom & Limited/Holiday Theme;Disc Golf/New Releases",43319,f/189/GloBuzzz2020__23619.jpg,,Y,0,43293,w/167/DSC05189__23277.JPG,,N,1,43300,l/248/DSC05189__23546.JPG,,N,2,43301,f/376/DSC05184__26437.JPG,,N,3,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/midrange/discraft-buzzz-glo-z-line-hellraizzzer-halloween-2020/,,,,,,,,,,,,N,,"Speed=5;Glide=4;Turn=-1;Fade=1;""Plastic Class=Candy"""
"  SKU",88138,"[S]Halloween 2020 Glo Z Buzzz=Jelly Bean Stamp 177+g",,7449DIS177GLOW-1,,,,,,,10.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88139,"[S]Halloween 2020 Glo Z Buzzz=Metallic Silver Stamp 177+g",,7449DIS177GLOW-2,,,,,,,0.00,,,,N,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88140,"[S]Halloween 2020 Glo Z Buzzz=Rainbow Stamp 177+g",,7449DIS177GLOW-3,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88141,"[S]Halloween 2020 Glo Z Buzzz=Matt Green Stamp 177+g",,7449DIS177GLOW-4,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88142,"[S]Halloween 2020 Glo Z Buzzz=Metallic Pink Stamp 177+g",,7449DIS177GLOW-5,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88143,"[S]Halloween 2020 Glo Z Buzzz=Matt Purple Stamp 177+g",,7449DIS177GLOW-6,,,,,,,0.00,,,,N,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88144,"[S]Halloween 2020 Glo Z Buzzz=Metallic Green Stamp 177+g",,7449DIS177GLOW-7,,,,,,,0.00,,,,N,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88145,"[S]Halloween 2020 Glo Z Buzzz=Matt Black Stamp 177+g",,7449DIS177GLOW-8,,,,,,,0.00,,,,N,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
